;Demo;17.06.14;20:53;0:30:40;30:40.0;7040;22;141;;;;;02:10.6;839;157
;Demo;17.06.14;20:53;0:30:40;;;;;05:00.0;1105;22;132;02:15.7;781;140
;Demo;17.06.14;20:53;0:30:40;;;;;10:00.0;1143;21;143;02:11.2;832;155
;Demo;17.06.14;20:53;0:30:40;;;;;15:00.0;1166;22;155;02:08.6;865;164
;Demo;17.06.14;20:53;0:30:40;;;;;20:00.0;1186;23;148;02:06.4;895;173
;Demo;17.06.14;20:53;0:30:40;;;;;25:00.0;1175;23;143;02:07.6;878;168
;Demo;17.06.14;20:53;0:30:40;;;;;30:00.0;1143;24;142;02:11.2;832;155
;Demo;17.06.14;20:53;0:30:40;;;;;30:40.0;123;18;129;02:42.6;580;81

;Demo;15.06.14;15:19;0:05:23;05:23.1;1042;25;147;;;;;02:35.0;623;94
;Demo;15.06.14;15:19;0:05:23;;;;;05:00.0;990;25;145;02:31.5;646;101
;Demo;15.06.14;15:19;0:05:23;;;;;05:23.1;53;23;150;03:37.9;416;34

;Demo;15.06.14;15:08;10000m;41:37.0;10000;21;168;;;;;02:04.8;918;180
;Demo;15.06.14;15:08;10000m;;;;;08:07.8;2000;20;164;02:01.9;964;193
;Demo;15.06.14;15:08;10000m;;;;;08:09.0;4000;21;166;02:02.2;959;192
;Demo;15.06.14;15:08;10000m;;;;;08:44.2;6000;21;170;02:11.0;835;156
;Demo;15.06.14;15:08;10000m;;;;;08:22.5;8000;23;169;02:05.6;907;177
;Demo;15.06.14;15:08;10000m;;;;;08:13.6;10000;23;174;02:03.4;941;186

;Demo;13.06.14;19:58;5000m;20:54.0;5000;21;156;;;;;02:05.4;910;177
;Demo;13.06.14;19:58;5000m;;;;;04:19.9;1000;22;144;02:09.9;848;159
;Demo;13.06.14;19:58;5000m;;;;;04:09.8;2000;21;154;02:04.9;918;180
;Demo;13.06.14;19:58;5000m;;;;;04:07.2;3000;21;161;02:03.6;937;185
;Demo;13.06.14;19:58;5000m;;;;;04:06.0;4000;21;160;02:03.0;947;188
;Demo;13.06.14;19:58;5000m;;;;;04:11.0;5000;22;163;02:05.5;909;177

;Demo;11.06.14;19:33;4x500m/1:00r;08:26.5;2000;24;155;;;;;02:06.6;893;172
;Demo;11.06.14;19:33;4x500m/1:00r;;;;;02:20.7;500;26;139;02:20.7;732;126
;Demo;11.06.14;19:33;4x500m/1:00r;;;;;01:54.4;500;21;165;01:54.4;1104;234
;Demo;11.06.14;19:33;4x500m/1:00r;;;;;02:05.8;500;25;157;02:05.8;905;176
;Demo;11.06.14;19:33;4x500m/1:00r;;;;;02:05.6;500;24;159;02:05.6;907;177
;Demo;11.06.14;19:33;4x500m/1:00r;;;;;;;;;;;;;60

;Demo;11.06.14;19:18;5000m;20:20.6;5000;22;160;;;;;02:02.0;962;192
;Demo;11.06.14;19:18;5000m;;;;;03:56.1;1000;23;161;01:58.0;1032;213
;Demo;11.06.14;19:18;5000m;;;;;04:00.5;2000;23;161;02:00.2;992;201
;Demo;11.06.14;19:18;5000m;;;;;04:08.7;3000;22;157;02:04.3;926;182
;Demo;11.06.14;19:18;5000m;;;;;04:09.1;4000;23;158;02:04.5;923;181
;Demo;11.06.14;19:18;5000m;;;;;04:06.3;5000;23;164;02:03.1;944;187

;Demo;11.06.14;18:55;2000m;08:30.3;2000;21;139;;;;;02:07.5;880;169
;Demo;11.06.14;18:55;2000m;;;;;02:18.6;500;19;122;02:18.6;752;131
;Demo;11.06.14;18:55;2000m;;;;;02:05.0;1000;21;140;02:05.0;916;179
;Demo;11.06.14;18:55;2000m;;;;;02:01.0;1500;25;149;02:01.0;979;198
;Demo;11.06.14;18:55;2000m;;;;;02:05.7;2000;22;147;02:05.7;906;176

;Demo;09.06.14;14:02;10000m;42:36.6;10000;23;156;;;;;02:07.8;876;168
;Demo;09.06.14;14:02;10000m;;;;;08:34.8;2000;21;151;02:08.7;865;164
;Demo;09.06.14;14:02;10000m;;;;;08:15.3;4000;23;157;02:03.8;934;184
;Demo;09.06.14;14:02;10000m;;;;;08:43.1;6000;23;157;02:10.7;838;156
;Demo;09.06.14;14:02;10000m;;;;;08:32.8;8000;24;159;02:08.2;871;166
;Demo;09.06.14;14:02;10000m;;;;;08:30.6;10000;24;159;02:07.6;879;168

;Demo;07.06.14;16:55;v500m/:40r...4;07:04.1;1500;19;151;;;;;02:21.3;726;124
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;02:21.2;500;27;153;02:21.2;727;124
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;;;;;;;;00:40.0;15;137
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;02:16.4;500;24;155;02:16.4;774;138
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;;;;;;;;00:45.0;20;135
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;02:24.4;500;26;147;02:24.4;700;116
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;;;;;;;;00:00.0;0;0
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;00:02.0;0;0;0;00:00.0;0;0
;Demo;07.06.14;16:55;v500m/:40r...4;;;;;;;;;;;;00:00.0;0;0

;Demo;07.06.14;16:46;0:01:06;01:06.6;259;26;154;;;;;02:08.5;866;165
;Demo;07.06.14;16:46;0:01:06;;;;;01:06.6;259;24;154;02:08.5;866;165

;Demo;07.06.14;16:44;0:10:06;10:06.1;2237;24;163;;;;;02:15.4;784;141
;Demo;07.06.14;16:44;0:10:06;;;;;05:00.0;1099;25;160;02:16.4;773;138
;Demo;07.06.14;16:44;0:10:06;;;;;10:00.0;1123;24;165;02:13.5;805;147
;Demo;07.06.14;16:44;0:10:06;;;;;10:06.1;15;10;165;03:23.3;443;42

;Demo;07.06.14;16:32;0:10:02;10:02.6;2430;23;169;;;;;02:03.9;931;184
;Demo;07.06.14;16:32;0:10:02;;;;;05:00.0;1216;24;165;02:03.3;941;186
;Demo;07.06.14;16:32;0:10:02;;;;;10:00.0;1209;24;171;02:04.0;930;183
;Demo;07.06.14;16:32;0:10:02;;;;;10:02.6;6;0;171;03:36.6;418;34

;Demo;07.06.14;16:17;2000m;08:18.0;2000;23;156;;;;;02:04.5;924;181
;Demo;07.06.14;16:17;2000m;;;;;02:05.0;500;24;148;02:05.0;916;179
;Demo;07.06.14;16:17;2000m;;;;;02:02.4;1000;23;158;02:02.4;956;191
;Demo;07.06.14;16:17;2000m;;;;;02:05.2;1500;23;159;02:05.2;913;178
;Demo;07.06.14;16:17;2000m;;;;;02:05.5;2000;23;162;02:05.5;909;177

;Demo;05.06.14;21:51;10x500m/1:00r;20:34.6;5000;24;148;;;;;02:03.4;940;186
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;02:38.4;500;24;107;02:38.4;603;88
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;01:59.7;500;23;142;01:59.7;1002;204
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;01:50.7;500;23;157;01:50.7;1187;258
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;01:48.7;500;23;164;01:48.7;1237;273
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;02:04.2;500;27;149;02:04.2;928;183
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;02:02.9;500;26;150;02:02.9;948;189
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;01:49.5;500;24;166;01:49.5;1217;267
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;02:07.1;500;25;148;02:07.1;886;170
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;01:59.1;500;23;160;01:59.1;1013;207
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;02:14.3;500;23;140;02:14.3;797;144
;Demo;05.06.14;21:51;10x500m/1:00r;;;;;;;;;;;;;177

;Demo;03.06.14;19:10;10000m;45:36.6;10000;23;147;;;;;02:16.8;770;137
;Demo;03.06.14;19:10;10000m;;;;;09:18.7;2000;22;141;02:19.6;742;128
;Demo;03.06.14;19:10;10000m;;;;;08:52.9;4000;22;150;02:13.2;809;148
;Demo;03.06.14;19:10;10000m;;;;;08:40.3;6000;22;166;02:10.0;847;159
;Demo;03.06.14;19:10;10000m;;;;;09:05.6;8000;24;150;02:16.4;774;138
;Demo;03.06.14;19:10;10000m;;;;;09:39.0;10000;24;128;02:24.7;697;115

;Demo;01.06.14;20:22;7x1:00/:30r;07:00.0;1419;30;151;;;;;02:27.9;671;108
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;204;27;130;02:27.0;678;110
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;266;26;161;01:52.7;1139;244
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;268;23;166;01:51.9;1158;250
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;253;28;162;01:58.5;1022;210
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;199;25;135;02:30.7;651;102
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;121;43;158;04:07.9;379;23
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;01:00.0;107;43;147;04:40.3;354;16
;Demo;01.06.14;20:22;7x1:00/:30r;;;;;;;;;;;;;100

;Demo;01.06.14;20:11;0:02:54;02:54.7;561;25;128;;;;;02:35.7;619;93
;Demo;01.06.14;20:11;0:02:54;;;;;02:54.7;562;25;128;02:35.4;620;93

;Demo;01.06.14;20:05;0:30:00;30:00.0;6957;23;153;;;;;02:09.3;856;162
;Demo;01.06.14;20:05;0:30:00;;;;;06:00.0;1307;22;138;02:17.7;761;134
;Demo;01.06.14;20:05;0:30:00;;;;;12:00.0;1390;23;160;02:09.4;854;161
;Demo;01.06.14;20:05;0:30:00;;;;;18:00.0;1407;25;150;02:07.9;875;167
;Demo;01.06.14;20:05;0:30:00;;;;;24:00.0;1416;24;158;02:07.1;886;170
;Demo;01.06.14;20:05;0:30:00;;;;;30:00.0;1438;25;161;02:05.1;914;178

;Demo;27.05.14;15:00;0:21:10;21:10.4;3615;28;128;;;;;02:55.7;522;65
;Demo;27.05.14;15:00;0:21:10;;;;;05:00.0;743;28;120;03:21.8;446;43
;Demo;27.05.14;15:00;0:21:10;;;;;10:00.0;910;27;127;02:44.8;568;78
;Demo;27.05.14;15:00;0:21:10;;;;;15:00.0;987;22;132;02:31.9;643;100
;Demo;27.05.14;15:00;0:21:10;;;;;20:00.0;817;37;139;03:03.5;494;57
;Demo;27.05.14;15:00;0:21:10;;;;;21:10.4;159;29;125;03:41.3;411;32

;Demo;26.05.14;19:42;0:15:36;15:36.2;2821;25;120;;;;;02:45.9;563;77
;Demo;26.05.14;19:42;0:15:36;;;;;05:00.0;844;27;107;02:57.7;514;62
;Demo;26.05.14;19:42;0:15:36;;;;;10:00.0;1004;23;122;02:29.4;661;105
;Demo;26.05.14;19:42;0:15:36;;;;;15:00.0;895;24;121;02:47.5;555;74
;Demo;26.05.14;19:42;0:15:36;;;;;15:36.2;79;33;133;03:49.1;400;29

;Demo;25.05.14;15:14;0:03:22;03:22.9;512;31;0;;;;;03:18.1;454;45
;Demo;25.05.14;15:14;0:03:22;;;;;03:22.9;512;31;0;03:18.1;454;45

;Demo;24.05.14;19:32;2000m;09:03.8;2000;24;146;;;;;02:15.9;779;139
;Demo;24.05.14;19:32;2000m;;;;;02:16.8;500;26;142;02:16.8;770;137
;Demo;24.05.14;19:32;2000m;;;;;02:13.5;1000;25;150;02:13.5;806;147
;Demo;24.05.14;19:32;2000m;;;;;02:15.5;1500;24;150;02:15.5;784;141
;Demo;24.05.14;19:32;2000m;;;;;02:18.0;2000;24;144;02:18.0;758;133

;Demo;24.05.14;19:21;10x2:00/:30r;20:00.0;4915;25;153;;;;;02:02.0;962;192
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;452;26;131;02:12.7;814;150
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;515;25;149;01:56.5;1061;221
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;521;24;158;01:55.1;1088;229
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;459;25;146;02:10.7;839;157
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;516;27;159;01:56.2;1066;223
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;508;24;159;01:58.1;1031;212
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;464;26;153;02:09.3;857;162
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;512;25;163;01:57.1;1048;217
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;517;29;167;01:56.0;1070;224
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;02:00.0;452;26;151;02:12.7;814;150
;Demo;24.05.14;19:21;10x2:00/:30r;;;;;;;;;;;;;156

;Demo;23.05.14;20:33;0:01:51;01:51.3;355;26;134;;;;;02:36.7;612;91
;Demo;23.05.14;20:33;0:01:51;;;;;01:51.3;355;25;134;02:36.7;612;91

;Demo;23.05.14;20:31;0:04:00;04:00.0;863;30;148;;;;;02:19.0;748;130
;Demo;23.05.14;20:31;0:04:00;;;;;01:00.0;203;34;142;02:27.7;673;108
;Demo;23.05.14;20:31;0:04:00;;;;;02:00.0;211;30;145;02:22.1;719;122
;Demo;23.05.14;20:31;0:04:00;;;;;03:00.0;218;29;148;02:17.6;762;134
;Demo;23.05.14;20:31;0:04:00;;;;;04:00.0;232;27;160;02:09.3;857;162

;Demo;23.05.14;20:26;0:30:00;30:00.0;6803;24;152;;;;;02:12.2;820;151
;Demo;23.05.14;20:26;0:30:00;;;;;06:00.0;1267;23;140;02:22.0;720;122
;Demo;23.05.14;20:26;0:30:00;;;;;12:00.0;1397;25;159;02:08.8;863;164
;Demo;23.05.14;20:26;0:30:00;;;;;18:00.0;1314;24;147;02:16.9;768;136
;Demo;23.05.14;20:26;0:30:00;;;;;24:00.0;1422;26;155;02:06.5;893;173
;Demo;23.05.14;20:26;0:30:00;;;;;30:00.0;1404;25;163;02:08.2;871;166

;Demo;21.05.14;20:12;5000m;21:37.9;5000;26;154;;;;;02:09.7;850;160
;Demo;21.05.14;20:12;5000m;;;;;04:23.6;1000;26;147;02:11.8;826;153
;Demo;21.05.14;20:12;5000m;;;;;04:15.0;2000;25;155;02:07.5;881;169
;Demo;21.05.14;20:12;5000m;;;;;04:20.0;3000;27;157;02:10.0;848;159
;Demo;21.05.14;20:12;5000m;;;;;04:18.1;4000;26;158;02:09.0;860;163
;Demo;21.05.14;20:12;5000m;;;;;04:21.2;5000;27;155;02:10.6;840;157

;Demo;20.05.14;15:51;0:30:00;30:00.0;6861;27;163;;;;;02:11.1;833;155
;Demo;20.05.14;15:51;0:30:00;;;;;06:00.0;1284;27;149;02:20.1;737;127
;Demo;20.05.14;15:51;0:30:00;;;;;12:00.0;1401;27;163;02:08.4;867;165
;Demo;20.05.14;15:51;0:30:00;;;;;18:00.0;1402;27;166;02:08.3;869;165
;Demo;20.05.14;15:51;0:30:00;;;;;24:00.0;1396;28;166;02:08.9;861;163
;Demo;20.05.14;15:51;0:30:00;;;;;30:00.0;1379;27;171;02:10.5;841;157

;Demo;19.05.14;19:47;0:10:00;10:00.0;2227;26;0;;;;;02:14.7;792;143
;Demo;19.05.14;19:47;0:10:00;;;;;02:00.0;431;28;0;02:19.2;746;130
;Demo;19.05.14;19:47;0:10:00;;;;;04:00.0;437;26;0;02:17.2;765;135
;Demo;19.05.14;19:47;0:10:00;;;;;06:00.0;431;26;0;02:19.2;746;130
;Demo;19.05.14;19:47;0:10:00;;;;;08:00.0;470;26;0;02:07.6;878;168
;Demo;19.05.14;19:47;0:10:00;;;;;10:00.0;458;27;0;02:11.0;835;156

;Demo;18.05.14;20:32;0:30:00;30:00.0;6662;27;0;;;;;02:15.0;788;142
;Demo;18.05.14;20:32;0:30:00;;;;;06:00.0;1264;26;0;02:22.4;717;121
;Demo;18.05.14;20:32;0:30:00;;;;;12:00.0;1334;26;0;02:14.9;790;142
;Demo;18.05.14;20:32;0:30:00;;;;;18:00.0;1345;27;0;02:13.8;802;146
;Demo;18.05.14;20:32;0:30:00;;;;;24:00.0;1324;28;0;02:15.9;779;139
;Demo;18.05.14;20:32;0:30:00;;;;;30:00.0;1396;28;0;02:08.9;861;163

;Demo;17.05.14;16:22;2000m;08:36.6;2000;28;0;;;;;02:09.1;859;162
;Demo;17.05.14;16:22;2000m;;;;;02:10.3;500;27;0;02:10.3;844;158
;Demo;17.05.14;16:22;2000m;;;;;02:05.7;1000;29;0;02:05.7;906;176
;Demo;17.05.14;16:22;2000m;;;;;02:08.7;1500;29;0;02:08.7;865;164
;Demo;17.05.14;16:22;2000m;;;;;02:11.9;2000;29;0;02:11.9;824;153

;Demo;16.05.14;22:03;1000m;04:15.6;1000;25;0;;;;;02:07.8;877;168
;Demo;16.05.14;22:03;1000m;;;;;00:55.3;200;25;0;02:18.2;755;132
;Demo;16.05.14;22:03;1000m;;;;;00:50.2;400;25;0;02:05.5;909;177
;Demo;16.05.14;22:03;1000m;;;;;00:49.5;600;25;0;02:03.7;935;185
;Demo;16.05.14;22:03;1000m;;;;;00:51.0;800;26;0;02:07.5;881;169
;Demo;16.05.14;22:03;1000m;;;;;00:49.6;1000;27;0;02:04.0;931;184
